date,equal_weight,buy_and_hold,top_ew[price_only],top_mv[price_only],top_rp[price_only],top_ew[price+sentiment],top_mv[price+sentiment],top_rp[price+sentiment]
2020-12-30,0.9985,0.9985,0.9985,0.9985,0.9985,0.9985,0.9985,0.9985
2020-12-31,0.9872,0.9872,0.9916,0.9915,0.9918,0.9925,0.9864,0.9924
2021-01-04,0.9891,0.9891,0.9641,0.9548,0.9692,0.9553,0.9613,0.9612
2021-01-05,1.0042,1.0042,0.9778,0.9542,0.9805,0.9608,0.9636,0.9627
2021-01-06,1.0524,1.0524,1.0405,1.021,1.0464,1.0263,1.0361,1.0337
2021-01-07,1.0568,1.0568,1.0447,1.0213,1.0509,1.027,1.0365,1.0344
2021-01-08,1.0503,1.0503,1.0286,1.0089,1.037,1.01,1.0245,1.0195
2021-01-11,1.0408,1.0408,1.0111,0.9932,1.019,0.9956,1.0109,1.0054
2021-01-12,1.0428,1.0428,1.0284,1.0091,1.0362,1.0104,1.0277,1.0195
2021-01-13,1.0376,1.0376,1.0163,0.9948,1.0249,0.9925,1.0122,1.0012
2021-01-14,1.0496,1.0496,1.0277,0.9996,1.0368,1.0,1.0185,1.0089
2021-01-15,1.0383,1.0383,1.0108,0.98,1.019,0.9848,0.9993,0.9933
2021-01-18,1.0363,1.0363,1.0126,0.9921,1.0222,0.9891,1.0086,0.9989
2021-01-19,1.0342,1.0342,0.9996,0.9738,1.0078,0.9831,0.9991,0.9944
2021-01-20,1.0365,1.0365,1.0072,0.9691,1.0138,0.9833,0.9935,0.9916
2021-01-21,1.0251,1.0251,0.993,0.9612,1.002,0.9753,0.9873,0.9881
2021-01-22,1.0193,1.0193,0.9802,0.9485,0.988,0.964,0.9734,0.9756
2021-01-25,1.0049,1.0049,0.9442,0.9177,0.953,0.9325,0.9425,0.9461
2021-01-26,1.0075,1.0075,0.9457,0.9324,0.9559,0.9392,0.9561,0.9547
2021-01-27,0.9914,0.9914,0.9091,0.8991,0.9163,0.917,0.9298,0.9331
2021-01-28,0.9888,0.9889,0.926,0.9076,0.9334,0.9222,0.9335,0.9358
2021-01-29,0.968,0.9683,0.9031,0.8789,0.914,0.9071,0.9211,0.9202
2021-02-01,0.9753,0.9752,0.9127,0.8843,0.9236,0.9153,0.9347,0.9296
2021-02-02,0.9806,0.9797,0.9081,0.8723,0.9205,0.9164,0.9291,0.9312
2021-02-03,0.9815,0.9809,0.9147,0.8766,0.9318,0.9206,0.9347,0.9343
2021-02-04,0.9888,0.9873,0.9203,0.8811,0.9368,0.929,0.9438,0.9431
2021-02-05,0.9933,0.9916,0.9135,0.8748,0.9291,0.9454,0.9647,0.9565
2021-02-08,0.9994,0.9978,0.92,0.882,0.9355,0.9599,0.9859,0.9704
2021-02-09,1.0005,0.999,0.9186,0.8735,0.9367,0.9607,0.9839,0.9723
2021-02-10,1.0058,1.0044,0.9267,0.8784,0.9448,0.971,1.0042,0.9828
2021-02-11,0.9984,0.9971,0.9256,0.8767,0.9442,0.9631,0.9997,0.9758
2021-02-12,1.0044,1.0033,0.9304,0.8835,0.9486,0.9672,1.0003,0.9796
2021-02-15,1.023,1.021,0.9608,0.9204,0.9767,1.009,1.0482,1.0193
2021-02-16,1.0302,1.0278,0.9674,0.9311,0.9792,1.0171,1.0638,1.0273
2021-02-17,1.0287,1.0265,0.9698,0.9418,0.978,1.013,1.0593,1.0227
2021-02-18,1.0007,0.9994,0.9378,0.8901,0.9542,0.9949,1.0515,1.0053
2021-02-19,1.0135,1.0114,0.9524,0.9152,0.9632,1.0096,1.0809,1.0183
2021-02-22,1.0232,1.0206,0.9709,0.9495,0.9744,1.0201,1.0866,1.0281
2021-02-23,1.0327,1.0294,0.98,0.958,0.9833,1.0293,1.0891,1.0384
2021-02-24,1.0442,1.0405,0.9993,0.9914,0.9956,1.0411,1.091,1.0506
2021-02-25,1.0464,1.0433,1.0061,0.9953,1.0026,1.0484,1.1003,1.0586
2021-02-26,1.0203,1.0163,0.9834,0.9856,0.9816,1.0247,1.0859,1.0364
2021-03-01,1.0305,1.027,0.9975,0.993,0.9936,1.0395,1.0935,1.0492
2021-03-02,1.0335,1.0302,0.9969,0.9945,0.994,1.0388,1.0934,1.0496
2021-03-03,1.049,1.0465,1.0293,1.0336,1.0252,1.0726,1.1244,1.0825
2021-03-04,1.0405,1.0366,1.0106,1.0148,1.0047,1.0531,1.1034,1.0609
2021-03-05,1.043,1.039,1.0044,1.0287,1.0025,1.0466,1.1016,1.0586
2021-03-08,1.0654,1.0624,1.0458,1.0619,1.0407,1.0898,1.1373,1.0989
2021-03-09,1.0585,1.0542,1.0272,1.0472,1.0226,1.0704,1.1181,1.0798
2021-03-10,1.057,1.0521,1.019,1.0377,1.0144,1.0618,1.1093,1.0711
2021-03-11,1.0545,1.0504,1.0222,1.0349,1.0172,1.0652,1.1081,1.074
2021-03-12,1.0656,1.0614,1.0403,1.0621,1.0356,1.084,1.1258,1.0935
2021-03-15,1.0612,1.0559,1.0392,1.056,1.0313,1.0829,1.1156,1.089
2021-03-16,1.0691,1.0626,1.0511,1.0587,1.0397,1.0954,1.1142,1.0979
2021-03-17,1.0709,1.0642,1.0561,1.0586,1.0412,1.1005,1.1156,1.0994
2021-03-18,1.0739,1.0678,1.0617,1.0716,1.0498,1.1064,1.1278,1.1085
2021-03-19,1.0595,1.053,1.041,1.0677,1.034,1.0848,1.1195,1.0918
2021-03-22,1.0572,1.0499,1.0312,1.0699,1.0281,1.0746,1.1244,1.0856
2021-03-23,1.0487,1.0406,1.0172,1.0735,1.0187,1.06,1.1246,1.0756
2021-03-24,1.0562,1.0491,1.0355,1.0876,1.0363,1.0791,1.1411,1.0943
2021-03-25,1.0436,1.0355,1.0125,1.064,1.0125,1.0551,1.1113,1.0691
2021-03-26,1.0582,1.0506,1.0346,1.0813,1.038,1.078,1.1447,1.0944
2021-03-29,1.0551,1.0468,1.026,1.069,1.0285,1.0734,1.1328,1.0906
2021-03-30,1.0702,1.0628,1.0513,1.1021,1.0528,1.0995,1.1626,1.1163
2021-03-31,1.0561,1.0485,1.0355,1.0885,1.0396,1.0834,1.151,1.1025
2021-04-01,1.0561,1.0485,1.0387,1.0794,1.0382,1.089,1.1422,1.1044
2021-04-06,1.0698,1.062,1.0577,1.0966,1.057,1.1118,1.1634,1.1278
2021-04-07,1.0803,1.0726,1.0688,1.1142,1.0703,1.1218,1.1782,1.1398
2021-04-08,1.0828,1.0744,1.0723,1.1206,1.0753,1.1226,1.1818,1.1417
2021-04-09,1.0738,1.0652,1.0622,1.1072,1.0628,1.1084,1.1638,1.1236
2021-04-12,1.0707,1.0631,1.053,1.1068,1.0563,1.0969,1.1656,1.1138
2021-04-13,1.0664,1.0586,1.0505,1.1049,1.0549,1.0962,1.1678,1.1141
2021-04-14,1.0785,1.0715,1.0698,1.1195,1.0771,1.1205,1.1961,1.1426
2021-04-15,1.0781,1.0701,1.067,1.1192,1.0769,1.1249,1.2007,1.1516
2021-04-16,1.0848,1.0769,1.0722,1.1377,1.0856,1.1268,1.2159,1.1562
2021-04-19,1.0849,1.0767,1.0747,1.1382,1.0883,1.1295,1.2169,1.1592
2021-04-20,1.0575,1.0489,1.0368,1.1089,1.0537,1.0932,1.18,1.1278
2021-04-21,1.0636,1.0547,1.0384,1.1074,1.0551,1.0992,1.1811,1.1351
2021-04-22,1.0634,1.0547,1.0465,1.1126,1.0604,1.0966,1.187,1.1245
2021-04-23,1.0632,1.055,1.0529,1.1235,1.0702,1.1,1.1989,1.1301
2021-04-26,1.0763,1.0687,1.0809,1.1398,1.0937,1.1274,1.2232,1.1514
2021-04-27,1.0746,1.0676,1.072,1.1251,1.0887,1.115,1.212,1.144
2021-04-28,1.0831,1.0768,1.0829,1.1306,1.1003,1.1276,1.2259,1.1563
2021-04-29,1.0815,1.0746,1.0733,1.1256,1.0911,1.1218,1.2151,1.1504
2021-04-30,1.0821,1.0736,1.0722,1.1155,1.0856,1.1253,1.2089,1.1519
2021-05-04,1.0758,1.0672,1.0617,1.1152,1.0794,1.1183,1.2142,1.1482
2021-05-05,1.0982,1.091,1.0953,1.1604,1.1182,1.1413,1.2486,1.1712
2021-05-06,1.1034,1.0955,1.0998,1.1709,1.1222,1.1494,1.2582,1.1781
2021-05-07,1.1132,1.1059,1.1212,1.1953,1.1419,1.1693,1.2805,1.1954
2021-05-10,1.1234,1.1164,1.1407,1.2235,1.1611,1.1865,1.2938,1.2083
2021-05-11,1.0952,1.0885,1.1111,1.201,1.1349,1.1541,1.2635,1.1801
2021-05-12,1.1095,1.1026,1.1186,1.2133,1.1429,1.1727,1.2912,1.2001
2021-05-13,1.0996,1.0918,1.1001,1.1792,1.1201,1.1595,1.2663,1.1883
2021-05-14,1.1141,1.1058,1.1114,1.174,1.1254,1.1821,1.2846,1.2084
2021-05-17,1.1136,1.1054,1.1068,1.1793,1.1279,1.1746,1.2879,1.2077
2021-05-18,1.1092,1.1014,1.1137,1.1779,1.1346,1.1752,1.2855,1.2077
2021-05-19,1.096,1.0872,1.0958,1.1453,1.1119,1.1568,1.2519,1.1877
2021-05-20,1.0991,1.091,1.1003,1.1419,1.1162,1.156,1.25,1.1861
2021-05-21,1.1004,1.0923,1.103,1.1402,1.1162,1.1618,1.2531,1.1889
2021-05-24,1.1054,1.0973,1.1066,1.1432,1.1194,1.1667,1.2593,1.1931
2021-05-25,1.0988,1.0906,1.0988,1.1248,1.1098,1.155,1.2334,1.1807
2021-05-26,1.0955,1.0873,1.0874,1.1107,1.0999,1.1451,1.2277,1.1739
2021-05-27,1.1065,1.0997,1.1147,1.1378,1.1239,1.1699,1.2457,1.1946
2021-05-28,1.1067,1.0999,1.1135,1.1339,1.122,1.1689,1.2428,1.1925
2021-06-01,1.1167,1.1101,1.1195,1.1402,1.1241,1.1728,1.243,1.1928
2021-06-02,1.1249,1.1182,1.1288,1.1543,1.1292,1.1826,1.2483,1.1983
2021-06-03,1.1198,1.1129,1.1222,1.1438,1.1258,1.1762,1.2476,1.1958
2021-06-04,1.1164,1.1094,1.1118,1.1368,1.1199,1.1686,1.2486,1.1932
2021-06-07,1.1198,1.1126,1.1256,1.1497,1.1296,1.1805,1.2536,1.2008
2021-06-08,1.1186,1.1109,1.119,1.149,1.1204,1.1759,1.2486,1.194
2021-06-09,1.1156,1.1068,1.1136,1.159,1.117,1.1757,1.2558,1.1953
2021-06-10,1.1172,1.1081,1.1121,1.1591,1.1198,1.1763,1.2628,1.2001
2021-06-11,1.1254,1.1164,1.1196,1.1679,1.1271,1.1828,1.2701,1.2062
2021-06-14,1.1247,1.1159,1.1067,1.1475,1.1196,1.1696,1.2641,1.1988
2021-06-15,1.127,1.1177,1.109,1.1497,1.1211,1.1739,1.2681,1.2026
2021-06-16,1.126,1.1161,1.1104,1.159,1.1212,1.1803,1.2766,1.2082
2021-06-17,1.1231,1.1126,1.1174,1.1682,1.1256,1.1861,1.279,1.2115
2021-06-18,1.0976,1.0874,1.0891,1.1408,1.1025,1.1618,1.264,1.1923
2021-06-21,1.1035,1.0931,1.0977,1.1509,1.1095,1.1708,1.27,1.1996
2021-06-22,1.1063,1.0964,1.0939,1.1426,1.106,1.1669,1.2665,1.1962
2021-06-23,1.1089,1.0993,1.0966,1.1446,1.1064,1.167,1.2605,1.1926
2021-06-24,1.1111,1.1021,1.101,1.1437,1.114,1.1671,1.2694,1.1943
2021-06-25,1.1127,1.1038,1.1028,1.1408,1.1183,1.1662,1.2718,1.1955
2021-06-28,1.096,1.0867,1.0733,1.1,1.0935,1.1483,1.2564,1.1879
2021-06-29,1.0976,1.0889,1.0761,1.0987,1.0991,1.149,1.2668,1.1907
2021-06-30,1.0924,1.0835,1.0675,1.0932,1.0886,1.1426,1.2576,1.1826
2021-07-01,1.1066,1.0981,1.0833,1.1095,1.1026,1.1569,1.2724,1.1958
2021-07-02,1.1035,1.0943,1.0851,1.1214,1.1031,1.1605,1.2715,1.1976
2021-07-05,1.1165,1.1072,1.1052,1.1408,1.1226,1.1726,1.2882,1.2049
2021-07-06,1.0991,1.0883,1.0727,1.1108,1.0878,1.1577,1.2586,1.1943
2021-07-07,1.1035,1.0927,1.0777,1.1091,1.0986,1.1638,1.2764,1.2054
2021-07-08,1.0883,1.077,1.0574,1.0929,1.0749,1.1444,1.2446,1.1852
2021-07-09,1.1057,1.095,1.0846,1.1137,1.1066,1.1607,1.2769,1.2002
2021-07-12,1.1035,1.0935,1.0702,1.0869,1.0974,1.1513,1.2787,1.1984
2021-07-13,1.0971,1.0866,1.0571,1.0709,1.0858,1.1449,1.2699,1.1967
2021-07-14,1.0958,1.086,1.0598,1.0746,1.0901,1.1451,1.2796,1.1961
2021-07-15,1.0825,1.0729,1.0512,1.0629,1.0838,1.1343,1.2718,1.1847
2021-07-16,1.0761,1.0649,1.0322,1.0519,1.0585,1.1327,1.2481,1.1853
2021-07-19,1.0436,1.0317,0.9874,0.9979,1.0159,1.0967,1.2017,1.1588
2021-07-20,1.0532,1.0417,1.0048,1.0205,1.0319,1.109,1.2172,1.1653
2021-07-21,1.0771,1.0664,1.0437,1.0709,1.0665,1.1371,1.2512,1.1814
2021-07-22,1.0644,1.0537,1.0227,1.0471,1.0399,1.1241,1.2456,1.1689
2021-07-23,1.076,1.0653,1.033,1.0585,1.052,1.1361,1.2683,1.1825
2021-07-26,1.0828,1.0732,1.04,1.0559,1.054,1.1561,1.278,1.2018
2021-07-27,1.0824,1.0724,1.0404,1.0577,1.0551,1.1508,1.2709,1.1958
2021-07-28,1.0877,1.0777,1.0425,1.0569,1.0562,1.154,1.2713,1.1985
2021-07-29,1.1004,1.0903,1.052,1.0725,1.0664,1.171,1.2762,1.2167
2021-07-30,1.0909,1.0805,1.0429,1.0688,1.06,1.1531,1.2613,1.1985
2021-08-02,1.1003,1.0897,1.0463,1.0687,1.0621,1.1638,1.2754,1.2098
2021-08-03,1.1105,1.1002,1.0635,1.0733,1.0777,1.1882,1.2888,1.2333
2021-08-04,1.1114,1.1014,1.0662,1.0782,1.079,1.1842,1.2909,1.2291
2021-08-05,1.1126,1.1013,1.063,1.0808,1.0755,1.1735,1.2668,1.2176
2021-08-06,1.119,1.1076,1.0742,1.0932,1.0853,1.181,1.2797,1.2252
2021-08-09,1.1189,1.108,1.0773,1.0999,1.089,1.1813,1.2859,1.2264
2021-08-10,1.1228,1.112,1.0797,1.0996,1.0903,1.1877,1.2885,1.2329
2021-08-11,1.1334,1.1225,1.0853,1.1069,1.0963,1.1903,1.2872,1.2352
2021-08-12,1.1246,1.1137,1.0777,1.0993,1.0895,1.1673,1.2714,1.2104
2021-08-13,1.1276,1.1161,1.0783,1.1047,1.0911,1.1626,1.2671,1.206
2021-08-16,1.1157,1.104,1.0629,1.0916,1.0765,1.1422,1.2522,1.1855
2021-08-17,1.1188,1.1059,1.0643,1.0935,1.0788,1.1459,1.2467,1.1891
2021-08-18,1.1168,1.1033,1.058,1.0855,1.0707,1.1385,1.2392,1.1815
2021-08-19,1.097,1.0831,1.0322,1.0552,1.0472,1.1227,1.2133,1.1668
2021-08-20,1.1016,1.0876,1.0377,1.062,1.0533,1.1296,1.2198,1.1737
2021-08-23,1.109,1.0948,1.0506,1.085,1.0654,1.131,1.2265,1.1733
2021-08-24,1.1146,1.1004,1.0537,1.0908,1.0678,1.1306,1.2277,1.1714
2021-08-25,1.1186,1.105,1.0557,1.0906,1.0691,1.1325,1.2238,1.1725
2021-08-26,1.1155,1.1018,1.0546,1.0917,1.0688,1.1331,1.2238,1.1725
2021-08-27,1.1225,1.109,1.0637,1.1059,1.0774,1.1386,1.2326,1.1771
2021-08-31,1.1109,1.097,1.0543,1.0957,1.0689,1.1246,1.2206,1.164
2021-09-01,1.1105,1.0966,1.053,1.0941,1.0677,1.1248,1.2189,1.1648
2021-09-02,1.1137,1.1002,1.0604,1.1074,1.0745,1.1301,1.2306,1.1693
2021-09-03,1.1084,1.0951,1.0516,1.097,1.066,1.1246,1.2199,1.1643
2021-09-06,1.1147,1.1018,1.0576,1.1042,1.0716,1.1304,1.2249,1.1701
2021-09-07,1.1089,1.0956,1.053,1.1056,1.0667,1.1242,1.2156,1.1629
2021-09-08,1.1004,1.0866,1.0458,1.1007,1.0598,1.1152,1.2086,1.1538
2021-09-09,1.0891,1.0759,1.0397,1.0891,1.0541,1.102,1.1994,1.1398
2021-09-10,1.0869,1.0738,1.04,1.0896,1.054,1.0946,1.1969,1.132
2021-09-13,1.0996,1.0866,1.0564,1.1076,1.0688,1.1044,1.2084,1.14
2021-09-14,1.09,1.0771,1.0525,1.1045,1.0648,1.0974,1.2043,1.1331
2021-09-15,1.091,1.079,1.0637,1.1173,1.0738,1.0977,1.2083,1.1309
2021-09-16,1.0906,1.0787,1.064,1.1123,1.0753,1.0986,1.2055,1.1319
2021-09-17,1.0879,1.0761,1.0629,1.1014,1.0716,1.0931,1.1959,1.1272
2021-09-20,1.0803,1.0667,1.08,1.1014,1.0886,1.0847,1.1856,1.1224
2021-09-21,1.0875,1.0733,1.0909,1.1038,1.0963,1.0917,1.1844,1.1287
2021-09-22,1.1102,1.0966,1.1039,1.1208,1.1045,1.1093,1.2053,1.1442
2021-09-23,1.1172,1.1044,1.1152,1.1261,1.1084,1.1088,1.2079,1.142
2021-09-24,1.1214,1.1088,1.1319,1.1319,1.1189,1.1099,1.21,1.1428
2021-09-27,1.1428,1.13,1.1582,1.1374,1.1231,1.1286,1.218,1.1585
2021-09-28,1.1421,1.1302,1.1539,1.1504,1.1247,1.1413,1.2347,1.1696
2021-09-29,1.1567,1.1448,1.1737,1.1675,1.1454,1.1505,1.2479,1.1794
2021-09-30,1.154,1.1433,1.1655,1.1664,1.1415,1.1441,1.2439,1.1706
2021-10-01,1.1439,1.1333,1.1635,1.159,1.1341,1.1383,1.2381,1.1644
2021-10-04,1.1473,1.1369,1.1645,1.1625,1.1352,1.1461,1.2412,1.1704
2021-10-05,1.1647,1.156,1.1758,1.1771,1.1422,1.1588,1.2564,1.18
2021-10-06,1.1564,1.1461,1.1591,1.1602,1.1293,1.138,1.2392,1.1605
2021-10-07,1.1677,1.1563,1.1643,1.1599,1.1349,1.1438,1.239,1.1664
2021-10-08,1.1755,1.1641,1.1691,1.1564,1.1372,1.1483,1.2356,1.1703
2021-10-11,1.1918,1.1814,1.1871,1.1754,1.1532,1.1638,1.2565,1.1839
2021-10-12,1.1891,1.1795,1.1852,1.1778,1.1523,1.1657,1.2627,1.1854
2021-10-13,1.1813,1.1717,1.1851,1.1804,1.1529,1.1645,1.2665,1.1847
2021-10-14,1.1911,1.1823,1.1933,1.1965,1.1598,1.1787,1.2861,1.1968
2021-10-15,1.1994,1.1922,1.2045,1.2051,1.1699,1.1927,1.2999,1.2113
2021-10-18,1.1956,1.1887,1.2005,1.2009,1.167,1.1924,1.3032,1.2131
2021-10-19,1.1941,1.186,1.1928,1.1968,1.1639,1.1861,1.2927,1.2105
2021-10-20,1.1924,1.1841,1.1888,1.1949,1.1611,1.18,1.2829,1.2046
2021-10-21,1.1801,1.1711,1.1846,1.1931,1.1583,1.1649,1.2661,1.1883
2021-10-22,1.183,1.1736,1.1825,1.198,1.1602,1.1603,1.2609,1.1859
2021-10-25,1.1876,1.1784,1.187,1.2033,1.1671,1.1655,1.2699,1.1948
2021-10-26,1.1921,1.1824,1.194,1.2083,1.1725,1.1693,1.2711,1.1966
2021-10-27,1.1835,1.1734,1.1824,1.1977,1.162,1.1582,1.252,1.185
2021-10-28,1.1782,1.1679,1.1765,1.1966,1.1581,1.1488,1.2457,1.176
2021-10-29,1.1758,1.1655,1.1816,1.2031,1.1635,1.1512,1.2547,1.1786
2021-11-01,1.186,1.1755,1.1905,1.2104,1.1716,1.1606,1.2629,1.1876
2021-11-02,1.18,1.1681,1.1891,1.217,1.1738,1.1493,1.2466,1.1759
2021-11-03,1.1759,1.1639,1.1884,1.2142,1.1728,1.144,1.2502,1.1707
2021-11-04,1.1694,1.156,1.1901,1.2163,1.173,1.1419,1.2522,1.167
2021-11-05,1.1807,1.1682,1.201,1.2136,1.1754,1.1619,1.2625,1.181
2021-11-08,1.1802,1.1684,1.2019,1.2173,1.177,1.1645,1.2695,1.1848
2021-11-09,1.178,1.1651,1.2069,1.2145,1.1774,1.168,1.2755,1.1847
2021-11-10,1.1879,1.1746,1.2167,1.2253,1.1886,1.1791,1.2895,1.1978
2021-11-11,1.1972,1.1846,1.2223,1.2345,1.1952,1.1826,1.3015,1.2026
2021-11-12,1.1855,1.1721,1.2107,1.2207,1.1843,1.1695,1.2862,1.1896
2021-11-15,1.1878,1.1748,1.2104,1.2249,1.1838,1.1715,1.2919,1.1913
2021-11-16,1.1874,1.1746,1.2174,1.2376,1.1913,1.176,1.3034,1.1963
2021-11-17,1.1827,1.1712,1.2161,1.23,1.1919,1.1696,1.3006,1.1916
2021-11-18,1.1745,1.1627,1.2098,1.2207,1.1848,1.1615,1.2892,1.1823
2021-11-19,1.1631,1.1501,1.186,1.1921,1.1631,1.1435,1.2639,1.1662
2021-11-22,1.175,1.1616,1.2014,1.21,1.1793,1.1595,1.2866,1.1837
2021-11-23,1.1817,1.1679,1.2045,1.2143,1.1822,1.1688,1.2949,1.1937
2021-11-24,1.185,1.1707,1.2072,1.2224,1.1855,1.1729,1.3006,1.1986
2021-11-25,1.1851,1.1713,1.214,1.2306,1.1914,1.1771,1.304,1.2017
2021-11-26,1.1281,1.1112,1.1186,1.1271,1.1007,1.0906,1.2066,1.1171
2021-11-29,1.1385,1.1223,1.1352,1.148,1.1173,1.1093,1.2329,1.1367
2021-11-30,1.1352,1.1196,1.1371,1.1497,1.1196,1.1096,1.2317,1.1372
2021-12-01,1.1544,1.1397,1.167,1.1732,1.1486,1.1321,1.2559,1.1595
2021-12-02,1.1505,1.1346,1.1573,1.1812,1.1391,1.1332,1.2555,1.1611
2021-12-03,1.148,1.1325,1.1563,1.1852,1.1384,1.1253,1.2556,1.1525
2021-12-06,1.1624,1.1469,1.1722,1.201,1.1519,1.1365,1.2619,1.1615
2021-12-07,1.1771,1.1614,1.1919,1.2232,1.1712,1.1659,1.2885,1.1926
2021-12-08,1.1737,1.1582,1.1847,1.2135,1.1655,1.1543,1.2828,1.1819
2021-12-09,1.1672,1.1506,1.1641,1.1902,1.1462,1.1376,1.2621,1.1662
2021-12-10,1.163,1.1461,1.1618,1.1862,1.1452,1.1329,1.2553,1.1627
2021-12-13,1.1468,1.1289,1.1447,1.1626,1.1322,1.1145,1.2259,1.1473
2021-12-14,1.1541,1.1363,1.1484,1.161,1.1345,1.1229,1.2265,1.1541
2021-12-15,1.1378,1.1203,1.1237,1.1349,1.1119,1.0996,1.1962,1.1322
2021-12-16,1.1597,1.143,1.1327,1.1404,1.1203,1.1176,1.2063,1.1503
2021-12-17,1.1568,1.1392,1.141,1.1462,1.1278,1.1216,1.2097,1.1538
2021-12-20,1.1413,1.1234,1.1244,1.1281,1.1138,1.1001,1.1845,1.1343
2021-12-21,1.162,1.1446,1.1448,1.1532,1.1325,1.124,1.2168,1.1568
2021-12-22,1.1683,1.1519,1.1556,1.1677,1.1404,1.1289,1.2345,1.1601
2021-12-23,1.1758,1.1597,1.1631,1.1761,1.1455,1.1361,1.2449,1.1654
2021-12-24,1.1752,1.1588,1.1623,1.179,1.1447,1.1375,1.2492,1.1664
2021-12-29,1.18,1.164,1.1716,1.1847,1.1534,1.1396,1.253,1.1692
2021-12-30,1.1797,1.1631,1.1721,1.1887,1.1534,1.1437,1.2599,1.172
2021-12-31,1.1756,1.1588,1.1689,1.1875,1.1508,1.1429,1.2591,1.1715
2022-01-04,1.2075,1.1922,1.1964,1.2118,1.1748,1.1727,1.2847,1.2003
2022-01-05,1.2136,1.1989,1.1995,1.2095,1.1741,1.1731,1.2859,1.1969
2022-01-06,1.2154,1.2013,1.1892,1.2021,1.1669,1.1767,1.2804,1.2026
2022-01-07,1.2293,1.2157,1.1976,1.2118,1.1756,1.1916,1.2969,1.218
2022-01-10,1.2364,1.2216,1.2089,1.2314,1.1908,1.2084,1.3134,1.2384
2022-01-11,1.2406,1.2258,1.2015,1.2233,1.1831,1.2068,1.3081,1.2359
2022-01-12,1.2539,1.2404,1.214,1.2261,1.1922,1.2179,1.326,1.2432
2022-01-13,1.2629,1.2505,1.2284,1.2382,1.2048,1.235,1.3405,1.2586
2022-01-14,1.2647,1.2529,1.2267,1.2408,1.2066,1.2393,1.3391,1.2643
2022-01-17,1.2737,1.2639,1.2161,1.2079,1.1843,1.2312,1.3105,1.2456
2022-01-18,1.2717,1.2618,1.1991,1.1794,1.1623,1.2125,1.2857,1.2225
2022-01-19,1.2715,1.2603,1.2017,1.1892,1.1726,1.2183,1.308,1.2337
2022-01-20,1.2609,1.2488,1.1918,1.1815,1.1625,1.2019,1.2955,1.2181
2022-01-21,1.2447,1.2322,1.171,1.1633,1.1465,1.1845,1.2848,1.2032
2022-01-24,1.2163,1.1986,1.1396,1.162,1.1338,1.1558,1.2809,1.189
2022-01-25,1.2409,1.2242,1.1597,1.1816,1.1507,1.1784,1.2913,1.2095
2022-01-26,1.2624,1.2483,1.1746,1.1842,1.1584,1.1961,1.2981,1.2209
2022-01-27,1.2762,1.2613,1.1766,1.1856,1.162,1.2038,1.3072,1.2283
2022-01-28,1.2572,1.2414,1.1495,1.1601,1.1364,1.1781,1.2767,1.2031
2022-01-31,1.247,1.2312,1.1457,1.1622,1.1327,1.1714,1.2658,1.1978
2022-02-01,1.265,1.2512,1.1671,1.1734,1.1486,1.1917,1.2817,1.214
2022-02-02,1.2712,1.2571,1.1718,1.1791,1.1554,1.2062,1.2933,1.2285
2022-02-03,1.2726,1.259,1.1801,1.188,1.1631,1.2119,1.2996,1.2344
2022-02-04,1.2704,1.2567,1.163,1.1705,1.1491,1.194,1.2968,1.2181
2022-02-07,1.2864,1.2726,1.1835,1.1907,1.1685,1.212,1.3163,1.2359
2022-02-08,1.2882,1.274,1.1903,1.1954,1.1742,1.2178,1.3257,1.2414
2022-02-09,1.2999,1.2865,1.2029,1.2037,1.1839,1.232,1.3313,1.2527
2022-02-10,1.3095,1.2952,1.2061,1.1999,1.1849,1.23,1.3229,1.2493
2022-02-11,1.3108,1.2964,1.2198,1.2249,1.2015,1.2456,1.346,1.2682
2022-02-14,1.2825,1.268,1.1892,1.1867,1.1707,1.217,1.322,1.238
2022-02-15,1.296,1.2804,1.1871,1.189,1.1701,1.2211,1.3232,1.2426
2022-02-16,1.294,1.2784,1.1941,1.1921,1.1755,1.2245,1.3297,1.2451
2022-02-17,1.2782,1.2622,1.175,1.1782,1.158,1.2075,1.3098,1.2287
2022-02-18,1.2745,1.2577,1.1758,1.1794,1.1603,1.2061,1.315,1.2293
2022-02-21,1.2717,1.2549,1.1723,1.1743,1.1567,1.1984,1.3082,1.2221
2022-02-22,1.2732,1.257,1.1705,1.1679,1.1537,1.1993,1.3058,1.2212
2022-02-23,1.2784,1.2625,1.169,1.1732,1.1545,1.2061,1.3133,1.2291
2022-02-24,1.2206,1.2064,1.1168,1.1085,1.101,1.1542,1.2775,1.1738
2022-02-25,1.268,1.2541,1.1595,1.1501,1.1424,1.1991,1.3166,1.2186
2022-02-28,1.2632,1.2465,1.1473,1.1327,1.1312,1.183,1.3099,1.2037
2022-03-01,1.2401,1.223,1.1305,1.1084,1.1133,1.1619,1.2938,1.1816
2022-03-02,1.2598,1.2442,1.1602,1.1266,1.1382,1.1877,1.3182,1.204
2022-03-03,1.2323,1.2181,1.1275,1.0925,1.106,1.1682,1.286,1.182
2022-03-04,1.1877,1.1726,1.0865,1.0496,1.0644,1.1213,1.229,1.1337
2022-03-07,1.1921,1.1795,1.0985,1.0514,1.0727,1.1424,1.2614,1.1499
2022-03-08,1.2023,1.1921,1.1127,1.0702,1.0857,1.1627,1.2759,1.1686
